estimated_duration_hours,difficulty_score,priority_score,task_type_score,subject_has_events,hours_until_next_subject_event,day_load_score,free_hours_today,days_until_deadline,recommended_deadline_hours,data_source
2,5,4,1,0,0,63,4,14,77,synthetic
1.5,3,3,2,1,18,85,7,3,28,synthetic
0.5,3,4,3,0,0,98,7,1,24,synthetic
0.5,4,4,1,0,0,56,6,10,63.0,synthetic
5,3,4,4,0,0,31,6,1,24,synthetic
2,1,1,1,1,6,10,7,4,4,synthetic
1,4,1,3,0,0,82,7,1,24,synthetic
4,4,4,3,1,72,25,5,1,24,synthetic
1,2,4,2,1,6,37,2,1,12,synthetic
5,4,2,2,1,18,81,6,5,28,synthetic
0.5,3,2,3,0,0,74,5,7,75.0,synthetic
0.5,5,3,3,1,48,16,7,14,46,synthetic
4,3,4,4,0,0,10,1,3,48,synthetic
1,3,3,2,0,0,68,7,3,48,synthetic
1,1,1,4,0,0,74,1,14,79,synthetic
2,4,1,3,1,24,9,3,3,22,synthetic
4,1,4,3,0,0,82,3,3,48,synthetic
1.5,1,1,1,0,0,65,2,2,24,synthetic
1.5,5,3,4,0,0,41,4,2,24,synthetic
5,4,4,3,1,12,100,7,3,22,synthetic
3,2,4,5,0,0,25,2,5,71,synthetic
6,4,3,4,1,36,4,4,10,34,synthetic
4,4,3,1,1,36,88,5,2,24,synthetic
5,5,3,1,0,0,40,4,10,90,synthetic
2,4,4,3,1,18,36,7,10,16,synthetic
6,2,3,5,1,24,6,6,14,22,synthetic
0.5,4,1,3,0,0,51,4,3,48,synthetic
1.5,5,3,1,1,48,91,6,1,24,synthetic
2,2,1,5,0,0,55,5,1,24,synthetic
3,3,1,4,1,6,42,4,5,4,synthetic
3,2,1,3,1,72,43,7,4,48,synthetic
2,4,2,5,0,0,89,7,1,24,synthetic
5,1,1,4,0,0,64,2,5,95,synthetic
6,3,4,5,1,48,18,7,1,24,synthetic
1.5,1,4,3,0,0,38,5,4,43.0,synthetic
5,4,1,1,1,12,24,7,14,10,synthetic
6,5,4,1,1,12,2,2,10,18,synthetic
1,3,1,5,1,12,1,6,10,10,synthetic
1.5,1,4,2,0,0,69,5,5,46.0,synthetic
6,4,3,2,0,0,53,3,14,89,synthetic
5,3,1,5,1,18,86,3,14,28,synthetic
6,4,3,4,1,72,80,3,14,82,synthetic
6,1,2,4,1,36,59,3,7,40,synthetic
0.5,5,3,4,0,0,82,2,7,101.0,synthetic
2,5,2,3,1,36,24,7,10,34,synthetic
2,3,2,5,0,0,12,5,1,24,synthetic
2,2,4,3,1,48,35,5,7,46,synthetic
2,3,2,1,0,0,63,1,2,24,synthetic
0.5,5,1,5,0,0,74,1,10,112.0,synthetic
0.5,4,2,4,1,6,37,1,2,12,synthetic
2,1,3,5,1,24,81,4,4,34,synthetic
6,4,2,2,1,36,3,5,7,34,synthetic
5,2,4,3,0,0,51,7,10,65,synthetic
2,1,4,1,0,0,64,6,2,24,synthetic
5,2,2,3,0,0,79,5,3,48,synthetic
3,2,4,2,1,24,76,1,2,24,synthetic
0.5,2,2,3,0,0,33,3,2,24,synthetic
0.5,3,1,3,0,0,13,7,4,48,synthetic
3,4,1,4,0,0,90,2,5,117,synthetic
1,4,4,2,1,48,44,6,5,46,synthetic
5,5,2,3,1,72,30,7,1,24,synthetic
1,1,1,1,1,24,71,2,7,36,synthetic
1.5,5,4,3,1,24,72,4,5,28,synthetic
4,1,4,3,1,36,29,7,5,34,synthetic
0.5,1,2,1,1,72,60,4,1,24,synthetic
1,5,2,2,1,12,16,2,3,18,synthetic
1.5,5,1,3,1,12,65,7,7,16,synthetic
0.5,1,2,5,1,12,6,6,1,10,synthetic
4,4,2,1,0,0,84,2,7,105,synthetic
1.5,4,4,1,0,0,26,2,3,48,synthetic
6,5,2,3,0,0,79,6,14,119,synthetic
5,2,4,4,0,0,23,2,5,76,synthetic
5,3,3,1,0,0,39,6,3,48,synthetic
1,4,1,3,0,0,34,3,1,24,synthetic
1.5,4,1,2,1,24,6,5,14,22,synthetic
2,4,3,1,0,0,23,7,1,24,synthetic
1.5,1,1,1,0,0,65,2,2,24,synthetic
4,1,2,4,0,0,89,1,3,48,synthetic
3,5,3,5,0,0,100,4,2,24,synthetic
2,5,1,2,0,0,95,3,1,24,synthetic
0.5,4,4,3,0,0,58,5,10,69.0,synthetic
5,1,1,5,0,0,47,7,4,48,synthetic
1,4,2,4,1,48,8,3,10,46,synthetic
6,4,1,2,0,0,61,5,2,24,synthetic
2,2,3,5,1,24,34,2,1,24,synthetic
5,5,4,3,0,0,9,1,4,48,synthetic
4,2,2,1,1,24,87,5,4,34,synthetic
3,4,2,3,1,12,83,4,2,22,synthetic
3,1,2,5,1,48,3,5,2,24,synthetic
1.5,4,4,1,1,48,25,1,10,54,synthetic
1.5,4,2,4,1,36,40,6,2,24,synthetic
4,2,3,2,0,0,83,5,3,48,synthetic
5,2,4,3,1,36,67,3,14,40,synthetic
2,2,1,1,1,24,59,7,5,28,synthetic
0.5,5,3,3,0,0,46,7,7,78.0,synthetic
5,4,2,5,0,0,4,7,3,48,synthetic
5,4,2,5,1,12,70,5,5,16,synthetic
1,3,2,3,1,18,76,2,10,36,synthetic
3,5,3,3,0,0,34,6,10,88,synthetic
1,2,4,4,0,0,95,6,7,64,synthetic
1.5,2,3,5,1,24,27,5,1,22,synthetic
1,1,1,2,1,72,42,4,2,24,synthetic
1,3,3,4,1,18,29,6,4,16,synthetic
1.5,5,1,4,0,0,80,4,4,48,synthetic
5,1,3,1,1,18,28,7,3,16,synthetic
6,2,4,2,0,0,56,4,3,48,synthetic
5,4,1,3,0,0,40,3,7,102,synthetic
3,4,2,5,1,48,28,7,2,24,synthetic
1,1,4,2,0,0,57,1,10,52,synthetic
0.5,1,2,2,1,72,70,6,4,48,synthetic
0.5,1,1,3,0,0,66,5,5,66.0,synthetic
4,4,2,2,1,24,51,5,1,22,synthetic
5,2,4,3,1,12,67,4,1,16,synthetic
1.5,2,1,1,0,0,19,7,10,66.0,synthetic
0.5,2,2,1,1,36,53,6,5,34,synthetic
2,2,3,3,1,36,34,2,3,42,synthetic
1,2,1,4,0,0,67,6,7,79,synthetic
4,3,2,3,0,0,30,5,14,83,synthetic
5,5,2,3,1,72,42,7,1,24,synthetic
6,5,1,1,1,6,100,5,7,16,synthetic
3,1,1,5,0,0,91,5,1,24,synthetic
3,4,1,4,1,48,51,3,14,46,synthetic
2,3,4,1,0,0,42,3,10,55,synthetic
0.5,2,3,4,1,6,30,5,4,4,synthetic
6,1,4,2,0,0,45,7,4,48,synthetic
1,4,3,3,0,0,79,7,3,48,synthetic
1,3,4,1,0,0,60,5,7,57,synthetic
1.5,2,2,3,1,48,6,5,14,46,synthetic
6,3,2,3,0,0,47,5,7,91,synthetic
3,2,4,1,0,0,85,1,14,71,synthetic
5,5,2,2,0,0,48,1,1,24,synthetic
5,2,4,2,0,0,73,4,7,68,synthetic
2,2,4,1,0,0,74,4,4,48,synthetic
1,1,4,4,1,24,66,7,3,28,synthetic
6,1,3,2,0,0,58,7,14,71,synthetic
2,5,2,3,0,0,32,4,10,91,synthetic
6,3,3,3,1,36,83,3,14,46,synthetic
5,1,3,1,1,24,24,4,10,22,synthetic
1,5,4,2,1,36,63,2,3,48,synthetic
1,3,4,1,0,0,91,4,10,63,synthetic
2,5,2,3,1,18,93,7,4,28,synthetic
0.5,2,1,2,1,6,50,5,7,4,synthetic
5,3,2,4,0,0,95,6,7,102,synthetic
5,2,3,2,0,0,58,3,4,48,synthetic
0.5,1,2,4,1,6,98,5,1,16,synthetic
4,4,3,2,0,0,6,6,14,81,synthetic
0.5,4,3,4,1,24,8,7,3,22,synthetic
0.5,3,4,5,1,48,40,6,2,24,synthetic
1.5,1,3,2,0,0,31,4,14,47.0,synthetic
5,5,2,4,1,24,29,6,1,22,synthetic
2,4,1,2,0,0,87,7,4,48,synthetic
5,1,3,3,1,12,0,4,5,10,synthetic
0.5,2,1,3,1,6,14,5,1,4,synthetic
0.5,5,2,5,1,24,87,1,3,42,synthetic
1,2,1,4,1,24,97,3,5,34,synthetic
6,2,2,1,0,0,76,3,2,24,synthetic
2,1,2,5,0,0,51,3,3,48,synthetic
6,3,2,4,1,24,18,4,1,22,synthetic
1,5,2,2,1,24,68,7,5,28,synthetic
0.5,3,2,5,0,0,16,6,10,75.0,synthetic
2,2,2,4,0,0,3,3,2,24,synthetic
4,2,2,5,0,0,66,5,7,87,synthetic
3,4,2,4,0,0,61,6,7,96,synthetic
0.5,5,3,3,1,24,74,4,4,28,synthetic
1.5,4,4,2,1,48,67,4,5,52,synthetic
6,1,3,2,1,24,68,7,3,28,synthetic
1,3,3,2,0,0,26,1,3,48,synthetic
5,1,3,3,0,0,89,2,2,24,synthetic
1,5,2,3,0,0,26,1,7,95,synthetic
1,2,2,1,1,48,36,5,14,46,synthetic
1,3,1,2,0,0,20,4,3,48,synthetic
4,5,4,3,0,0,54,1,4,48,synthetic
3,3,1,5,0,0,65,6,4,48,synthetic
2,3,2,4,1,18,100,5,2,24,synthetic
6,4,4,3,1,6,38,4,2,4,synthetic
4,2,2,1,0,0,58,1,10,83,synthetic
1,4,3,4,0,0,72,7,10,81,synthetic
2,1,4,1,0,0,6,6,4,39,synthetic
1,2,3,4,0,0,55,6,7,59,synthetic
1.5,1,2,4,1,72,17,4,5,60.0,synthetic
2,1,1,3,0,0,58,6,2,24,synthetic
0.5,4,1,3,0,0,74,2,7,98.0,synthetic
3,1,2,3,0,0,95,2,1,24,synthetic
5,5,2,2,0,0,22,1,4,48,synthetic
4,5,3,5,0,0,12,2,4,48,synthetic
1,1,2,2,0,0,84,6,10,64,synthetic
2,2,2,1,1,6,14,6,14,4,synthetic
6,5,2,3,0,0,19,7,4,48,synthetic
1.5,2,4,5,0,0,75,4,5,63.0,synthetic
5,1,2,3,0,0,33,3,10,71,synthetic
1.5,4,1,4,1,12,66,3,4,16,synthetic
4,3,1,1,1,72,33,7,2,24,synthetic
2,2,1,2,1,48,46,4,10,46,synthetic
4,3,2,2,0,0,5,1,3,48,synthetic
2,5,4,5,1,72,57,5,4,48,synthetic
1.5,1,4,3,0,0,64,7,14,49.0,synthetic
4,3,1,3,0,0,26,7,10,90,synthetic
1,4,2,2,1,6,83,1,3,24,synthetic
1,2,4,1,1,72,37,3,10,43,synthetic
0.5,3,2,5,1,6,94,5,5,16,synthetic
3,4,3,1,1,24,22,7,14,22,synthetic
2,3,1,3,0,0,84,2,1,24,synthetic
1,5,4,2,0,0,54,1,3,48,synthetic
5,1,1,1,0,0,56,3,4,48,synthetic
5,3,2,4,0,0,24,2,3,48,synthetic
3,1,1,4,0,0,80,2,7,93,synthetic
0.5,2,3,4,1,6,73,7,14,10,synthetic
1,5,3,3,1,12,46,3,7,10,synthetic
2,3,2,2,0,0,78,4,3,48,synthetic
0.5,2,1,4,1,6,63,3,4,10,synthetic
6,4,1,3,0,0,20,7,1,24,synthetic
2,2,3,2,1,72,85,1,4,48,synthetic
0.5,5,1,5,0,0,66,5,4,48,synthetic
4,1,4,5,0,0,95,7,10,71,synthetic
2,1,4,4,0,0,59,1,5,62,synthetic
6,5,4,3,1,72,39,2,10,78,synthetic
4,3,2,4,0,0,76,3,10,98,synthetic
1.5,3,2,1,0,0,24,3,7,67.0,synthetic
0.5,5,1,5,0,0,14,7,14,98.0,synthetic
1.5,2,3,3,1,36,45,7,10,34,synthetic
6,1,4,4,1,18,76,5,2,24,synthetic
1,3,3,4,0,0,67,1,1,24,synthetic
0.5,4,1,3,1,72,16,7,5,70,synthetic
4,3,3,5,0,0,37,7,3,48,synthetic
0.5,5,3,4,1,24,26,1,2,24,synthetic
2,1,1,4,1,24,28,2,7,30,synthetic
1.5,5,3,1,1,24,60,4,14,28,synthetic
3,4,3,4,0,0,74,3,7,89,synthetic
6,4,2,3,1,18,14,2,4,24,synthetic
1.5,2,4,5,0,0,25,1,2,24,synthetic
0.5,1,4,5,0,0,54,3,5,45.0,synthetic
4,1,3,1,0,0,22,6,14,54,synthetic
4,3,2,4,0,0,37,4,7,86,synthetic
2,1,1,5,0,0,46,5,2,24,synthetic
6,5,4,2,1,36,58,6,1,24,synthetic
1,3,2,1,1,36,23,4,1,24,synthetic
3,1,4,1,0,0,41,1,1,24,synthetic
1,5,1,4,0,0,44,3,10,97,synthetic
1.5,4,2,1,0,0,16,1,5,83.0,synthetic
1.5,1,1,2,1,24,15,1,5,30,synthetic
3,3,1,5,1,48,83,6,14,58,synthetic
6,4,3,1,1,18,31,3,10,16,synthetic
1.5,5,1,2,1,12,30,4,5,10,synthetic
1.5,2,2,2,1,18,19,1,5,24,synthetic
4,4,1,3,0,0,33,2,2,24,synthetic
1,4,2,4,0,0,20,3,5,82,synthetic
4,2,3,2,1,6,49,5,3,4,synthetic
3,4,1,5,1,48,91,6,2,24,synthetic
0.5,4,2,3,1,12,55,6,14,10,synthetic
5,3,2,4,1,24,61,1,2,24,synthetic
0.5,3,2,3,0,0,3,4,2,24,synthetic
1.5,3,4,3,0,0,3,4,10,59.0,synthetic
0.5,5,1,3,0,0,60,2,3,48,synthetic
3,1,1,1,0,0,30,1,14,72,synthetic
0.5,5,4,4,1,36,55,7,10,34,synthetic
5,3,1,4,0,0,13,3,5,97,synthetic
5,5,2,3,1,12,19,4,5,10,synthetic
2,1,2,1,1,12,48,2,10,18,synthetic
0.5,3,4,1,1,48,44,7,14,46,synthetic
6,5,1,3,1,12,24,5,2,10,synthetic
4,1,1,4,1,18,99,2,7,36,synthetic
1.5,3,3,5,1,36,23,5,14,34,synthetic
2,5,3,4,0,0,78,1,1,24,synthetic
5,2,4,5,1,36,37,4,14,34,synthetic
2,3,2,2,1,18,21,4,2,16,synthetic
3,5,4,2,0,0,5,5,4,48,synthetic
1,5,4,3,1,6,73,3,14,10,synthetic
1.5,5,3,2,1,36,42,7,7,34,synthetic
2,2,2,5,1,6,76,2,2,24,synthetic
0.5,2,3,5,0,0,38,5,14,60.0,synthetic
1.5,3,3,4,0,0,27,4,5,69.0,synthetic
0.5,5,3,4,1,12,12,5,10,10,synthetic
4,2,3,4,0,0,60,2,5,85,synthetic
1,5,2,5,1,72,30,1,4,48,synthetic
1,5,4,2,0,0,51,6,4,48,synthetic
5,3,4,4,1,48,1,1,3,48,synthetic
1,5,3,2,0,0,83,4,14,89,synthetic
2,1,3,2,1,12,65,1,4,24,synthetic
1.5,5,2,2,0,0,16,6,10,86.0,synthetic
1.5,5,2,4,0,0,69,3,2,24,synthetic
6,5,3,5,1,6,56,7,10,10,synthetic
1.5,3,2,3,0,0,100,7,14,85.0,synthetic
2,2,1,3,1,48,19,6,3,46,synthetic
0.5,2,1,4,1,24,36,2,3,30,synthetic
4,1,3,2,0,0,63,5,10,63,synthetic
3,3,1,1,1,12,22,1,14,18,synthetic
0.5,4,2,1,1,72,13,5,5,70,synthetic
4,5,3,3,0,0,2,4,1,24,synthetic
1,1,1,2,0,0,46,2,2,24,synthetic
3,3,1,2,1,12,43,4,4,10,synthetic
2,4,2,3,0,0,59,2,2,24,synthetic
2,5,4,1,0,0,57,5,7,77,synthetic
5,1,2,5,1,48,100,4,5,58,synthetic
6,4,2,3,0,0,15,6,7,99,synthetic
5,4,2,1,1,36,96,1,10,54,synthetic
4,2,1,4,0,0,15,6,10,85,synthetic
1,3,1,2,1,36,28,2,5,42,synthetic
0.5,2,3,5,0,0,60,2,5,74.0,synthetic
1.5,4,1,2,0,0,5,5,10,85.0,synthetic
0.5,1,3,1,1,6,8,7,3,4,synthetic
1.5,4,1,1,1,18,2,2,3,24,synthetic
2,2,3,1,0,0,52,3,4,48,synthetic
3,4,3,1,1,36,57,2,7,48,synthetic
1,1,3,2,1,36,99,6,14,46,synthetic
5,3,1,4,0,0,89,4,3,48,synthetic
2,2,2,4,1,24,21,5,10,22,synthetic
2,2,2,1,0,0,67,2,5,75,synthetic
4,2,1,3,0,0,69,6,3,48,synthetic
6,5,2,3,0,0,98,5,1,24,synthetic
5,4,1,1,0,0,77,3,7,108,synthetic
0.5,4,3,5,0,0,9,7,1,24,synthetic
5,4,2,3,1,12,70,1,3,24,synthetic
0.5,3,2,3,0,0,3,5,14,69.0,synthetic
2,1,2,1,0,0,82,5,14,65,synthetic
2,5,2,1,0,0,44,2,2,24,synthetic
3,3,3,3,1,12,51,2,1,18,synthetic
1,5,3,1,0,0,53,6,4,48,synthetic
1,2,2,2,1,36,32,4,1,24,synthetic
2,2,2,4,1,12,68,5,1,16,synthetic
1,4,3,1,1,36,46,3,3,34,synthetic
3,2,1,2,0,0,81,2,4,48,synthetic
6,1,1,1,1,18,29,4,10,16,synthetic
2,3,4,4,1,6,28,5,5,4,synthetic
1.5,5,4,3,0,0,29,1,5,83.0,synthetic
5,4,2,4,1,12,41,7,14,10,synthetic
3,3,1,3,0,0,9,7,5,86,synthetic
5,2,3,2,0,0,79,1,1,24,synthetic
1.5,4,1,5,1,48,52,5,1,24,synthetic
1.5,5,2,4,1,18,62,3,1,22,synthetic
3,1,1,5,0,0,78,4,3,48,synthetic
0.5,5,1,2,0,0,58,4,4,48,synthetic
1.5,1,1,5,0,0,6,5,7,70.0,synthetic
2,3,2,3,0,0,37,5,5,75,synthetic
2,1,3,2,0,0,56,5,14,55,synthetic
6,3,4,2,0,0,65,4,1,24,synthetic
2,2,2,4,0,0,41,3,7,70,synthetic
1.5,1,2,4,0,0,43,2,2,24,synthetic
0.5,3,2,1,1,72,93,7,2,24,synthetic
4,2,1,3,0,0,58,6,3,48,synthetic
4,1,1,2,0,0,84,4,1,24,synthetic
6,4,2,1,0,0,58,3,2,24,synthetic
4,1,1,4,0,0,94,3,4,48,synthetic
0.5,5,4,3,0,0,44,5,10,71.0,synthetic
3,2,4,1,0,0,84,4,3,48,synthetic
1.5,4,1,2,0,0,96,5,10,97.0,synthetic
2,5,4,5,0,0,97,6,7,95,synthetic
1.5,2,4,3,0,0,9,1,7,59.0,synthetic
3,5,2,2,1,18,32,2,2,24,synthetic
3,2,1,2,1,72,55,7,2,24,synthetic
4,1,4,4,0,0,88,2,7,76,synthetic
5,4,4,5,0,0,32,4,5,87,synthetic
6,4,2,5,0,0,62,3,3,48,synthetic
3,4,1,1,1,72,35,7,4,48,synthetic
1,1,2,1,0,0,41,4,1,24,synthetic
4,5,1,4,1,18,30,1,3,24,synthetic
6,2,1,3,1,48,43,5,14,46,synthetic
3,1,3,2,1,48,18,6,5,46,synthetic
1.5,2,2,1,0,0,45,7,14,59.0,synthetic
1.5,2,2,4,1,6,6,7,10,4,synthetic
3,3,1,5,0,0,5,7,10,92,synthetic
6,4,4,1,1,72,95,1,10,90,synthetic
1,3,4,1,0,0,64,2,1,24,synthetic
4,4,1,1,1,24,52,2,14,30,synthetic
1,5,4,2,1,6,19,7,7,4,synthetic
0.5,3,1,1,0,0,28,1,4,48,synthetic
4,2,4,5,0,0,100,1,4,48,synthetic
2,5,4,1,1,36,88,7,5,46,synthetic
1,3,4,3,1,48,97,2,14,66,synthetic
4,1,1,2,0,0,53,1,2,24,synthetic
5,3,4,2,1,24,11,7,4,22,synthetic
1,2,2,4,0,0,35,4,5,66,synthetic
3,4,3,1,0,0,99,6,14,86,synthetic
0.5,3,2,5,1,36,30,5,7,34,synthetic
3,1,1,3,0,0,5,3,3,48,synthetic
0.5,1,2,3,0,0,46,6,10,53.0,synthetic
1,1,2,3,1,36,21,2,5,42,synthetic
6,1,1,3,1,36,99,4,4,46,synthetic
2,5,1,5,1,24,90,3,5,34,synthetic
6,4,1,5,0,0,48,5,4,48,synthetic
1,5,3,1,0,0,75,2,10,88,synthetic
5,4,4,1,0,0,26,7,14,75,synthetic
6,3,3,4,1,18,55,7,1,16,synthetic
4,2,1,4,0,0,100,2,14,105,synthetic
1.5,4,2,3,0,0,6,6,7,81.0,synthetic
5,4,3,1,1,12,89,4,14,22,synthetic
0.5,4,1,3,0,0,97,1,2,24,synthetic
4,5,4,2,0,0,58,3,1,24,synthetic
4,3,2,1,0,0,95,6,1,24,synthetic
2,4,1,3,0,0,91,2,14,110,synthetic
5,5,4,4,0,0,72,2,5,106,synthetic
6,2,3,4,0,0,10,7,1,24,synthetic
6,4,4,3,1,72,52,6,2,24,synthetic
4,5,4,4,0,0,50,3,2,24,synthetic
4,5,3,4,0,0,74,4,4,48,synthetic
0.5,1,1,5,1,18,88,3,2,24,synthetic
1.5,5,1,3,0,0,35,7,5,96.0,synthetic
1,1,1,1,0,0,89,3,5,68,synthetic
5,4,2,5,1,72,95,4,7,82,synthetic
1.5,2,2,4,0,0,28,1,3,48,synthetic
1.5,2,3,3,0,0,12,3,5,58.0,synthetic
1.5,5,3,4,1,36,72,5,7,40,synthetic
1,4,2,5,1,12,57,3,10,16,synthetic
6,2,2,3,0,0,63,1,2,24,synthetic
1,1,4,2,0,0,23,7,4,38,synthetic
1.5,1,4,5,0,0,63,6,4,48,synthetic
1.5,5,3,4,0,0,97,7,5,97.0,synthetic
6,5,3,2,0,0,81,2,5,117,synthetic
3,3,4,4,1,18,91,2,1,24,synthetic
2,2,2,3,0,0,78,1,5,87,synthetic
0.5,1,2,2,1,36,1,7,1,24,synthetic
2,3,1,4,1,18,56,6,4,22,synthetic
3,3,2,1,0,0,97,2,14,93,synthetic
1,1,4,5,1,24,10,2,3,30,synthetic
1,4,4,5,0,0,96,5,3,48,synthetic
0.5,1,4,1,1,36,69,7,3,39.0,synthetic
0.5,4,3,1,1,18,77,3,5,28,synthetic
1.5,2,4,4,1,48,84,1,2,24,synthetic
1,2,3,1,0,0,42,2,3,48,synthetic
3,5,2,4,0,0,22,7,4,48,synthetic
6,2,1,3,1,18,14,7,3,16,synthetic
0.5,5,2,5,1,6,23,4,5,4,synthetic
3,5,1,5,1,48,99,2,7,66,synthetic
4,3,1,2,1,6,0,4,7,4,synthetic
5,3,3,5,0,0,8,2,2,24,synthetic
1,4,3,1,0,0,36,3,14,66,synthetic
0.5,5,4,5,0,0,31,1,3,48,synthetic
4,1,4,1,0,0,81,1,1,24,synthetic
6,1,4,1,1,24,80,4,2,24,synthetic
2,3,3,3,0,0,99,2,5,88,synthetic
1,2,2,4,1,48,63,7,3,48,synthetic
1,2,2,4,1,6,35,4,3,4,synthetic
4,3,2,1,0,0,8,2,10,85,synthetic
6,2,1,1,0,0,54,6,5,84,synthetic
6,4,2,5,1,18,86,6,3,28,synthetic
1,4,3,1,1,36,12,1,7,42,synthetic
2,3,3,2,1,36,43,5,3,34,synthetic
1,1,4,3,1,12,25,7,10,10,synthetic
1.5,1,4,4,0,0,10,6,2,24,synthetic
2,3,4,5,0,0,78,3,14,79,synthetic
0.5,2,2,3,1,48,71,3,14,52,synthetic
1.5,1,4,2,0,0,69,7,1,24,synthetic
1,4,3,2,0,0,81,5,3,48,synthetic
1.5,3,2,1,0,0,66,4,5,73.0,synthetic
1,1,3,4,0,0,36,5,14,51,synthetic
1,1,4,3,0,0,83,2,10,61,synthetic
0.5,5,3,3,0,0,93,2,3,48,synthetic
5,4,1,4,0,0,39,1,3,48,synthetic
0.5,5,3,3,0,0,26,7,3,48,synthetic
5,3,1,4,0,0,66,5,14,103,synthetic
5,5,2,5,0,0,70,2,14,123,synthetic
5,4,4,3,0,0,4,2,1,24,synthetic
1,1,2,5,0,0,44,3,1,24,synthetic
1.5,3,4,3,0,0,53,1,1,24,synthetic
5,2,2,1,1,6,28,2,2,12,synthetic
5,1,1,2,0,0,40,5,7,75,synthetic
3,1,2,5,0,0,84,5,5,81,synthetic
2,3,2,5,1,18,93,3,7,28,synthetic
1,3,1,1,1,36,78,4,3,46,synthetic
3,3,1,3,1,36,63,4,1,24,synthetic
3,2,4,2,0,0,63,4,2,24,synthetic
1,4,1,5,0,0,15,2,7,100,synthetic
0.5,2,2,3,0,0,87,2,5,81.0,synthetic
6,3,1,4,0,0,26,5,10,101,synthetic
6,3,3,2,0,0,16,3,14,81,synthetic
4,5,2,3,1,36,43,1,14,42,synthetic
6,1,4,1,0,0,74,1,3,48,synthetic
2,5,4,2,0,0,9,4,1,24,synthetic
4,2,1,5,0,0,21,1,14,96,synthetic
1.5,2,1,1,1,24,18,7,3,22,synthetic
3,2,4,2,0,0,0,5,3,48,synthetic
5,1,1,1,0,0,41,3,10,72,synthetic
4,2,3,4,1,48,49,4,14,46,synthetic
1.5,5,2,5,1,12,43,6,7,10,synthetic
0.5,4,1,2,1,18,67,3,2,22,synthetic
6,4,1,3,0,0,92,5,5,118,synthetic
0.5,4,2,1,1,24,13,2,7,30,synthetic
1.5,3,2,3,1,72,57,5,2,24,synthetic
1,2,1,4,0,0,96,7,10,85,synthetic
5,5,2,3,0,0,75,5,4,48,synthetic
5,1,2,3,0,0,85,4,7,83,synthetic
3,1,3,3,0,0,32,1,2,24,synthetic
2,5,1,2,0,0,70,4,1,24,synthetic
2,3,1,5,0,0,15,5,3,48,synthetic
1,4,4,5,0,0,85,5,14,83,synthetic
4,5,3,4,1,12,43,3,3,10,synthetic
5,5,4,4,1,12,36,7,7,10,synthetic
6,3,1,3,0,0,45,1,4,48,synthetic
3,1,4,4,1,48,32,3,5,46,synthetic
3,4,4,4,1,72,29,3,3,48,synthetic
6,1,4,2,1,48,79,5,3,48,synthetic
5,4,2,5,1,48,73,3,4,48,synthetic
4,3,4,2,1,72,100,5,7,78,synthetic
4,3,4,3,0,0,58,2,1,24,synthetic
4,3,2,5,1,72,37,2,2,24,synthetic
6,2,3,3,0,0,25,2,14,84,synthetic
2,2,2,4,0,0,57,7,7,76,synthetic
5,5,4,5,0,0,91,4,2,24,synthetic
2,5,2,1,0,0,37,6,1,24,synthetic
3,4,1,2,0,0,97,3,1,24,synthetic
4,4,4,5,1,36,98,2,2,24,synthetic
4,1,4,3,1,72,89,3,5,65,synthetic
0.5,3,1,2,1,18,43,5,10,16,synthetic
4,4,3,3,0,0,40,1,4,48,synthetic
1.5,5,1,2,1,18,14,6,5,16,synthetic
2,1,1,3,0,0,99,6,1,24,synthetic
5,4,3,2,0,0,97,7,2,24,synthetic
0.5,5,2,5,0,0,34,6,5,91.0,synthetic
4,3,3,5,0,0,97,1,10,102,synthetic
1.5,5,2,3,0,0,49,6,7,89.0,synthetic
1,5,4,5,1,12,27,5,14,10,synthetic
1.5,2,3,3,0,0,43,6,2,24,synthetic
6,4,2,2,1,36,19,6,10,34,synthetic
3,5,1,3,1,18,75,2,2,24,synthetic
4,3,4,4,0,0,46,1,14,80,synthetic
0.5,4,4,3,0,0,75,3,1,24,synthetic
1,1,4,5,1,36,29,5,14,34,synthetic
2,4,4,2,0,0,93,3,14,78,synthetic
0.5,3,1,3,0,0,24,7,14,76.0,synthetic
0.5,5,4,5,1,72,38,6,2,24,synthetic
0.5,3,3,1,1,48,19,1,1,24,synthetic
1.5,1,1,4,0,0,33,4,1,24,synthetic
3,4,1,3,1,12,86,4,2,22,synthetic
0.5,2,1,3,1,72,5,2,7,76.0,synthetic
1.5,1,1,4,1,72,26,7,4,48,synthetic
0.5,1,2,1,0,0,54,5,14,47.0,synthetic
4,5,3,2,0,0,81,3,1,24,synthetic
6,3,4,2,1,24,40,3,7,22,synthetic
3,5,4,2,1,36,40,4,3,34,synthetic
0.5,1,4,2,0,0,45,5,2,24,synthetic
1.5,5,4,4,0,0,23,6,7,78.0,synthetic
6,3,2,4,1,36,13,1,4,42,synthetic
4,1,3,4,1,18,95,4,4,28,synthetic
2,2,2,3,0,0,42,3,10,67,synthetic
4,4,4,1,1,48,39,3,1,24,synthetic
4,4,3,4,0,0,32,5,5,87,synthetic
1,1,1,5,0,0,38,1,3,48,synthetic
6,1,3,4,0,0,17,5,7,71,synthetic
4,1,2,1,1,72,29,7,1,24,synthetic
6,5,2,4,0,0,29,3,7,110,synthetic
2,1,4,5,0,0,65,5,2,24,synthetic
0.5,1,2,4,1,6,2,3,4,4,synthetic
